Database entry; RomName; Rom; Vid; Thm; Whl; Art1; Art2; Art3; Art4; Snd; crc; Manufacturer; Year; Genre
Mega Man Star Force 2 - Zerker x Saurian; Mega Man Star Force 2 - Zerker x Saurian (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Billiard Action; Billiard Action (Europe); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Bionicle Heroes; Bionicle Heroes (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Black Sigil - Blade of the Exiled; Black Sigil - Blade of the Exiled (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Zoo Tycoon 2 DS; Zoo Tycoon 2 DS (USA); YES; NO; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Bleach - Dark Souls; Bleach - Dark Souls (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Bleach - The 3rd Phantom; Bleach - The 3rd Phantom (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Bleach - The Blade of Fate; Bleach - The Blade of Fate (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Blood Bowl; Blood Bowl (Europe) (En,Fr,De,Es,It) [b]; YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Blue Dragon - Awakened Shadow; Blue Dragon - Awakened Shadow (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Blue Dragon Plus; Blue Dragon Plus (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Blumen & Muster Puzzle - Echter Puzzlespass fuer Unterwegs; Blumen & Muster Puzzle - Echter Puzzlespass fuer Unterwegs (Europe) (En,Fr,De,Es,It) [b]; YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Bob the Builder - Festival of Fun; Bob the Builder - Festival of Fun (Europe) (En,Fr,De,Nl); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Boing! Docomodake DS; Boing! Docomodake DS (USA) (En,Fr,De,Es,It); YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Bolt; Bolt (USA) (En,Fr,Es); YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Bolt - Be-Awesome Edition; Bolt - Be-Awesome Edition (USA) (En,Fr,Es); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Zoo Tycoon DS; Zoo Tycoon DS (USA); YES; NO; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Bomberman 2; Bomberman 2 (Europe) (En,Fr,De,Es,It); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Bomberman Land Touch!; Bomberman Land Touch! (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Bomberman Land Touch! 2; Bomberman Land Touch! 2 (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Bomberman Story DS; Bomberman Story DS (Europe) (En,Fr,De,Es,It); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Boogie; Boogie (USA) (En,Fr,Es); YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Bookworm; Bookworm (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Boulder Dash - Rocks!; Boulder Dash - Rocks! (Europe) (En,Fr,De,Es,It); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Brain Age - Train Your Brain in Minutes a Day!; Brain Age - Train Your Brain in Minutes a Day! (USA) (Rev 1); YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Brain Age - Train Your Brain in Minutes a Day!; Brain Age - Train Your Brain in Minutes a Day! (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Brain Age 2 - More Training in Minutes a Day!; Brain Age 2 - More Training in Minutes a Day! (USA) (En,Fr,Es); YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Brain Assist; Brain Assist (USA) (En,Fr,De,Es,It); YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Brain Boost - Beta Wave; Brain Boost - Beta Wave (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Brain Boost - Gamma Wave; Brain Boost - Gamma Wave (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Brain Buster - Puzzle Pak; Brain Buster - Puzzle Pak (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Brain Challenge; Brain Challenge (USA) (En,Fr,Es); YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Brain Quest - Grades 3 & 4; Brain Quest - Grades 3 & 4 (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Brain Quest - Grades 5 & 6; Brain Quest - Grades 5 & 6 (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Brain Voyage; Brain Voyage (USA) (En,Fr,Es); YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Brainstorm Series - Treasure Chase; Brainstorm Series - Treasure Chase (USA) (En,Fr,De,Es,It) (NDSi Enhanced) [b]; YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Brainstorm Series - Word Up; Brainstorm Series - Word Up (USA) (En,Fr,Es); YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Bratz - 4 Real; Bratz - 4 Real (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Bratz - Forever Diamondz; Bratz - Forever Diamondz (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Bratz - Girlz Really Rock; Bratz - Girlz Really Rock (USA) (En,Fr); YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Bratz - Super Babyz; Bratz - Super Babyz (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Bratz Kidz - Slumber Party; Bratz Kidz - Slumber Party (USA) (En,Fr,Es); YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Bratz Ponyz; Bratz Ponyz (USA) (En,Fr,Es); YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Bratz Ponyz 2; Bratz Ponyz 2 (USA) (En,Fr,Es); YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Brave; Brave (USA) (En,Fr,Es); YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Break 'em All; Break 'em All (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Bridge Training; Bridge Training (Europe) (En,Fr,De,Es,It) [b]; YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Broken Sword - Shadow of the Templars - The Director's Cut; Broken Sword - Shadow of the Templars - The Director's Cut (USA) (En,Fr,De,Es,It); YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Brothers in Arms DS; Brothers in Arms DS (USA) (En,Fr,Es); YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Bubble Bobble - Double Shot; Bubble Bobble - Double Shot (USA) (En,Fr,Es); YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Bubble Bobble Revolution; Bubble Bobble Revolution (USA) (Rev 1); YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Bubble Bobble Revolution; Bubble Bobble Revolution (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Bubble Guppies; Bubble Guppies (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Buffy the Vampire Slayer - Sacrifice; Buffy the Vampire Slayer - Sacrifice (Europe) (En,Fr,De,Es,It) [b]; YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Build-A-Bear Workshop - Welcome to Hugsville; Build-A-Bear Workshop - Welcome to Hugsville (USA) (En,Fr,Es); YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Build-A-Bear Workshop - Where Best Friends Are Made; Build-A-Bear Workshop - Where Best Friends Are Made (USA) (En,Fr,Es); YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Build-a-Lot; Build-a-Lot (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Burger Island; Burger Island (USA) [b]; YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Burnout Legends; Burnout Legends (USA) (En,Fr,Es); YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Zoo Keeper; Zoo Keeper (USA); YES; NO; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Busy Scissors; Busy Scissors (USA) (En,Fr,Es); YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
C.O.P. - The Recruit; C.O.P. - The Recruit (USA) (En,Fr,De,Es,It); YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
C.O.R.E.; C.O.R.E. (USA) (En,Fr,De,Es,It); YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Cabela's Dangerous Hunts 2011; Cabela's Dangerous Hunts 2011 (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Cake Mania; Cake Mania (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Cake Mania - Main Street; Cake Mania - Main Street (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Cake Mania 2 - Jill's Next Adventure!; Cake Mania 2 - Jill's Next Adventure! (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Cake Mania 3; Cake Mania 3 (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Call of Atlantis; Call of Atlantis (Europe) (En,Fr,De,Es,It,Nl) (Rev 1); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Call of Atlantis; Call of Atlantis (Europe) (En,Fr,De,Es,It,Nl); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Mind Your Language - Lern Deutsch!; Mind Your Language - Lern Deutsch! (Europe) (En,Fr,De,Es,It) [b]; YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Call of Duty - Modern Warfare - Mobilized; Call of Duty - Modern Warfare - Mobilized (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Mini Ninjas; Mini Ninjas (USA) (En,Fr,Es) [b]; YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Mini RC Rally; Mini RC Rally (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Zombiez Seeker; Zombiez Seeker (USA) (En,Fr,Es); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Calvin Tucker's Redneck - Farm Animal Racing Tournament; Calvin Tucker's Redneck - Farm Animal Racing Tournament (USA) (En,Fr,De,Es,It); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Camp Rock - The Final Jam; Camp Rock - The Final Jam (USA) (En,Fr,Es) (NDSi Enhanced) [b]; YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Camping Mama - Outdoor Adventures; Camping Mama - Outdoor Adventures (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Candace Kane's Candy Factory; Candace Kane's Candy Factory (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Captain America - Super Soldier; Captain America - Super Soldier (USA) (En,Fr,Es); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Captain Morgane and the Golden Turtle; Captain Morgane and the Golden Turtle (Europe) (En,Fr,De,Es,It); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Captain Sabertooth and the Trials by Fire; Captain Sabertooth and the Trials by Fire (Europe); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Carcassonne; Carcassonne (Europe) (En,Fr,De,It) [b]; YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Card Games - The Classics; Card Games - The Classics (Europe) (En,Fr,De,Es,It); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Carnival Games; Carnival Games (USA) (En,Fr); YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Cars; Cars (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Cars - Mater-National Championship; Cars - Mater-National Championship (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Cars - Race-O-Rama; Cars - Race-O-Rama (USA) (En,Fr); YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Cars 2; Cars 2 (USA) (En,Fr,Es) (NDSi Enhanced) [b]; YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Cartoon Network Racing; Cartoon Network Racing (USA) (En,Fr,Es); YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Casper's Scare School - Classroom Capers; Casper's Scare School - Classroom Capers (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Casper's Scare School - Spooky Sports Day; Casper's Scare School - Spooky Sports Day (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Zoo Hospital; Zoo Hospital (USA); YES; NO; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Castlevania - Order of Ecclesia; Castlevania - Order of Ecclesia (USA) (En,Fr); YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Monster High - Ghoul Spirit; Monster High - Ghoul Spirit (USA) (En,Fr) (NDSi Enhanced) [b]; YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Casual Classics; Casual Classics (Europe) (En,Fr,De,Es,It,Nl) (Rev 1); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Casual Classics; Casual Classics (Europe) (En,Fr,De,Es,It,Nl) [b]; YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Casual Mania; Casual Mania (Europe) (En,Fr,De,Es,It,Nl); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Catan; Catan (Europe) (En,De); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Cate West - The Vanishing Files; Cate West - The Vanishing Files (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Cats & Dogs - The Revenge of Kitty Galore - The Videogame; Cats & Dogs - The Revenge of Kitty Galore - The Videogame (Europe) (En,Fr,De,Es,It,Nl); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Catz; Catz (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Cesar Millan's Dog Whisperer; Cesar Millan's Dog Whisperer (USA) (En,Fr,Es); YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Chainz Galaxy; Chainz Galaxy (Europe); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Challenge Me - Brain Puzzles; Challenge Me - Brain Puzzles (Europe) (En,Fr,De,Es,It); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Challenge Me - Brain Puzzles 2; Challenge Me - Brain Puzzles 2 (USA) (En,Fr,Es); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Challenge Me - Maths Workout; Challenge Me - Maths Workout (Europe) (En,Fr,De,Es,It); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Challenge Me - Word Puzzles; Challenge Me - Word Puzzles (Europe) (En,Fr,De,Es,It); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Chameleon - To Dye For!; Chameleon - To Dye For! (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Championship Pony; Championship Pony (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Chaotic - Shadow Warriors; Chaotic - Shadow Warriors (USA) (En,Fr); YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Charlotte's Web; Charlotte's Web (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Charm Girls Club - My Fashion Mall; Charm Girls Club - My Fashion Mall (USA) (En,Fr,Es); YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Charm Girls Club - My Fashion Show; Charm Girls Club - My Fashion Show (USA) (En,Fr,Es); YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Charm Girls Club - My Perfect Prom; Charm Girls Club - My Perfect Prom (USA) (En,Fr,Es); YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Chase, The - Felix Meets Felicity; Chase, The - Felix Meets Felicity (USA) (En,Fr,De,Es,It); YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Cheer We Go; Cheer We Go (USA) (NDSi Enhanced) [b]; YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Cheetah Girls, The - Passport to Stardom; Cheetah Girls, The - Passport to Stardom (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Cheetah Girls, The - Pop Star Sensations; Cheetah Girls, The - Pop Star Sensations (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Chess; Chess (Europe) (En,Fr,De,Es,It); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Chessmaster - The Art of Learning; Chessmaster - The Art of Learning (USA) (En,Fr,Es); YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Chibi-Robo! - Park Patrol; Chibi-Robo! - Park Patrol (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Chicken Attack DS; Chicken Attack DS (Europe) (En,Fr,De); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Chicken Blaster; Chicken Blaster (Europe) (En,Fr,De,Es,It); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Chicken Hunter; Chicken Hunter (USA) (En,Fr,De,Es,It,Nl); YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Chicken Little - Ace in Action; Chicken Little - Ace in Action (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Chicken Shoot; Chicken Shoot (USA) (En,Fr,De,Es,It); YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Monster High - Skultimate Roller Maze; Monster High - Skultimate Roller Maze (USA) (En,Fr,Es); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Chocolatier; Chocolatier (USA) (En,Fr); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Christiane Stengers Gedaechtnis-Coach; Christiane Stengers Gedaechtnis-Coach (Europe) (En,Fr,De,Es,It); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Christmas Carol, A; Christmas Carol, A (USA) (En,Fr,Es); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Chronicles of Mystery - Curse of the Ancient Temple; Chronicles of Mystery - Curse of the Ancient Temple (USA) (En,Fr,Es); YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Chronicles of Mystery - The Secret Tree of Life; Chronicles of Mystery - The Secret Tree of Life (USA) (En,Fr,Es) (NDSi Enhanced) [b]; YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Chronicles of Narnia, The - Prince Caspian; Chronicles of Narnia, The - Prince Caspian (USA) (En,Fr,Es); YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Chronicles of Narnia, The - The Lion, the Witch and the Wardrobe; Chronicles of Narnia, The - The Lion, the Witch and the Wardrobe (USA) (En,Fr,Es,It,Nl); YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Chrono Trigger; Chrono Trigger (USA) (En,Fr); YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Chronos Twin; Chronos Twin (Europe) (En,Fr,De,Es,It); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Chrysler Classic Racing; Chrysler Classic Racing (Europe) (En,Fr,De,Es,It); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Chuck E. Cheese's Gameroom; Chuck E. Cheese's Gameroom (USA) [b]; YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Chuck E. Cheese's Party Games; Chuck E. Cheese's Party Games (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Chuck E. Cheese's Playhouse; Chuck E. Cheese's Playhouse (USA) [b]; YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
City Life DS; City Life DS (Europe) (En,Fr,De,Es,It) [b]; YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Classic Action - Devilish; Classic Action - Devilish (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Classic Word Games; Classic Word Games (USA) (NDSi Enhanced) [b]; YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Clever Kids - Creepy Crawlies; Clever Kids - Creepy Crawlies (Europe) (En,Fr,De,Es,It); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Clever Kids - Dino Land; Clever Kids - Dino Land (Europe) (En,Fr,De,Es,It,Pt); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Clever Kids - Farmyard Fun; Clever Kids - Farmyard Fun (Europe) [b]; YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Clever Kids - Pirates; Clever Kids - Pirates (Europe) [b]; YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Clever Kids - Pony World; Clever Kids - Pony World (Europe) (En,Fr,De,Es,It,Pt); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Clique, The - Diss and Make Up; Clique, The - Diss and Make Up (USA) (En,Fr,Es); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Cloudy with a Chance of Meatballs; Cloudy with a Chance of Meatballs (USA) (En,Fr,De,Es,It); YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Club Penguin - Elite Penguin Force; Club Penguin - Elite Penguin Force (USA) (En,Fr,Es) (Rev 2); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Club Penguin - Elite Penguin Force; Club Penguin - Elite Penguin Force (USA) [b]; YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Club Penguin - EPF - Herbert's Revenge; Club Penguin - EPF - Herbert's Revenge (USA) (En,Fr,Es); YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Clubhouse Games; Clubhouse Games (USA) (En,Fr,De,Es,It) (Rev 1); YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Clubhouse Games; Clubhouse Games (USA) (En,Fr,De,Es,It); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Cocoto - Kart Racer; Cocoto - Kart Racer (USA) (En,Fr,Es); YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Code Lyoko; Code Lyoko (USA) (En,Fr,Es); YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Code Lyoko - Fall of X.A.N.A.; Code Lyoko - Fall of X.A.N.A. (USA) (En,Fr); YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Color Cross; Color Cross (USA) (En,Fr,Es); YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Command and Destroy; Command and Destroy (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Commando - Steel Disaster; Commando - Steel Disaster (USA) (En,Fr,Es); YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Moto Racer DS - Moto GP, Traffic, Super Cross, Freestyle; Moto Racer DS - Moto GP, Traffic, Super Cross, Freestyle (Europe) (En,Fr,De,Es,It); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
My Animal Centre in Australia; My Animal Centre in Australia (Europe) (En,Fr,De,Es,It,Nl); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Cookie & Cream; Cookie & Cream (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Cookie Shop - Create Your Dream Shop; Cookie Shop - Create Your Dream Shop (Europe) (En,Fr) [b]; YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Cooking Mama; Cooking Mama (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Cooking Mama 2 - Dinner with Friends; Cooking Mama 2 - Dinner with Friends (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Cooking Mama 3 - Shop & Chop; Cooking Mama 3 - Shop & Chop (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Coraline; Coraline (USA) (En,Fr,Es); YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Cornelsen Trainer - Mathe - Klasse 5; Cornelsen Trainer - Mathe - Klasse 5 (Europe) (En,De) [b]; YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Cornelsen Trainer - Mathe - Klasse 5 + 6; Cornelsen Trainer - Mathe - Klasse 5 + 6 (Europe) (En,De); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Cornelsen Trainer - Mathe - Klasse 6; Cornelsen Trainer - Mathe - Klasse 6 (Europe) (En,De) [b]; YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Corvette Evolution GT; Corvette Evolution GT (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Cory in the House; Cory in the House (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Cosmetic Paradise; Cosmetic Paradise (Europe) (En,Fr,It) [b]; YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Cosmos Chaos; Cosmos Chaos (USA); YES; NO; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Countdown - The Game; Countdown - The Game (Europe) [b]; YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Cradle of Rome; Cradle of Rome (USA) (En,Fr,De,Es,It,Nl); YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Crafting Mama; Crafting Mama (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Crash - Mind over Mutant; Crash - Mind over Mutant (USA) (En,Fr,De,Es,It,Nl); YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Crash Boom Bang!; Crash Boom Bang! (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
My Animal Centre in Africa; My Animal Centre in Africa (Europe) (En,Fr,De,Es,It); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Crayola Treasure Adventures; Crayola Treasure Adventures (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Crazy Chicken - Star Karts; Crazy Chicken - Star Karts (USA) (En,Fr,De,Es,It); YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Crazy Chicken Adventure - The Pharaoh's Treasure; Crazy Chicken Adventure - The Pharaoh's Treasure (USA) (En,Fr,De,Es,It); YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Crazy Chicken Carnival; Crazy Chicken Carnival (Europe) (En,Fr,De,Es,It); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Crazy Chicken Jump'n Run - Atlantis Quest; Crazy Chicken Jump'n Run - Atlantis Quest (USA) (En,Fr,De,Es,It); YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
